url,timestamp,wayback_url,mimetype,status,digest,length
https://connective.ca/,20260114085536,https://web.archive.org/web/20260114085536/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17786
https://www.connective.ca/,20260114205548,https://web.archive.org/web/20260114205548/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,488
https://connective.ca/,20260114205956,https://web.archive.org/web/20260114205956/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17786
https://www.connective.ca/,20260115085736,https://web.archive.org/web/20260115085736/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,485
https://connective.ca/,20260115085942,https://web.archive.org/web/20260115085942/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17787
https://www.connective.ca/,20260115205441,https://web.archive.org/web/20260115205441/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,484
https://connective.ca/,20260115210008,https://web.archive.org/web/20260115210008/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17784
https://www.connective.ca/,20260116085502,https://web.archive.org/web/20260116085502/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,491
https://connective.ca/,20260116085630,https://web.archive.org/web/20260116085630/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17791
https://www.connective.ca/,20260116205617,https://web.archive.org/web/20260116205617/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,498
https://connective.ca/,20260116205708,https://web.archive.org/web/20260116205708/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17799
https://www.connective.ca/,20260117085623,https://web.archive.org/web/20260117085623/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,482
https://connective.ca/,20260117085711,https://web.archive.org/web/20260117085711/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17795
https://www.connective.ca/,20260117205409,https://web.archive.org/web/20260117205409/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,494
https://connective.ca/,20260117205436,https://web.archive.org/web/20260117205436/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17795
https://www.connective.ca/,20260118085506,https://web.archive.org/web/20260118085506/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,487
https://connective.ca/,20260118085857,https://web.archive.org/web/20260118085857/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17787
https://www.connective.ca/,20260118205440,https://web.archive.org/web/20260118205440/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,487
https://connective.ca/,20260118205613,https://web.archive.org/web/20260118205613/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17798
https://www.connective.ca/,20260119085419,https://web.archive.org/web/20260119085419/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,494
https://connective.ca/,20260119085526,https://web.archive.org/web/20260119085526/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17793
https://www.connective.ca/,20260119205412,https://web.archive.org/web/20260119205412/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,488
https://connective.ca/,20260119205547,https://web.archive.org/web/20260119205547/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17790
https://www.connective.ca/,20260120085430,https://web.archive.org/web/20260120085430/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,482
https://connective.ca/,20260120085448,https://web.archive.org/web/20260120085448/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17788
https://www.connective.ca/,20260120205420,https://web.archive.org/web/20260120205420/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,491
https://connective.ca/,20260120205648,https://web.archive.org/web/20260120205648/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17789
https://connective.ca/,20260120221828,https://web.archive.org/web/20260120221828/https://connective.ca/,text/html,200,6JDYUQB6EJX3PYIXRVMUS6SYCVLAMMVF,24265
https://www.connective.ca/,20260121085521,https://web.archive.org/web/20260121085521/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,479
https://connective.ca/,20260121085535,https://web.archive.org/web/20260121085535/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17777
https://www.connective.ca/,20260121205605,https://web.archive.org/web/20260121205605/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,490
https://connective.ca/,20260121205750,https://web.archive.org/web/20260121205750/https://connective.ca/,text/html,200,X6FL2Z2QWHYV3XI5YKLFLBPBC3GKDCHY,17792
https://www.connective.ca/,20260122085503,https://web.archive.org/web/20260122085503/https://www.connective.ca/,text/html,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,479
